epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,344.803,0.84821,0.53536,0.9975,0.9311,0.81386,0.89203,0.66793,0.86083,0.6048,1.03228,0.0011684,0.0011684,0.0011684
44,352.257,0.83517,0.52882,0.99167,0.90794,0.83077,0.89696,0.66089,0.87387,0.58696,1.03439,0.0011486,0.0011486,0.0011486
45,359.671,0.84051,0.51446,0.98783,0.9198,0.84239,0.90791,0.67036,0.85556,0.52967,1.04559,0.0011288,0.0011288,0.0011288
46,367.077,0.82318,0.50671,0.99444,0.89767,0.8519,0.90036,0.67515,0.84063,0.53451,1.02774,0.001109,0.001109,0.001109
47,374.463,0.82583,0.51184,0.99098,0.93474,0.85625,0.91004,0.68143,0.8295,0.53437,1.0195,0.0010892,0.0010892,0.0010892
48,381.966,0.82429,0.51349,0.99004,0.94168,0.8356,0.91194,0.68247,0.84402,0.58451,1.03101,0.0010694,0.0010694,0.0010694
49,389.398,0.81493,0.49425,0.97724,0.92608,0.82473,0.88747,0.67319,0.85237,0.55641,1.03,0.0010496,0.0010496,0.0010496
50,396.742,0.80417,0.49782,0.98069,0.90929,0.83076,0.90062,0.68339,0.80569,0.52479,1.00081,0.0010298,0.0010298,0.0010298
51,404.069,0.81293,0.49888,0.98013,0.9331,0.85734,0.92137,0.69413,0.82683,0.53669,1.01322,0.00101,0.00101,0.00101
52,411.515,0.79941,0.49342,0.98586,0.92982,0.84375,0.91648,0.6959,0.8125,0.4957,1.00961,0.0009902,0.0009902,0.0009902
53,418.935,0.80129,0.48402,0.97059,0.95041,0.80717,0.89955,0.67146,0.8448,0.56636,1.03129,0.0009704,0.0009704,0.0009704
54,426.332,0.8079,0.49899,0.98178,0.95524,0.84083,0.91703,0.69785,0.81509,0.55196,1.01893,0.0009506,0.0009506,0.0009506
55,433.725,0.77857,0.476,0.97424,0.94703,0.85014,0.92209,0.70288,0.78621,0.54717,0.99601,0.0009308,0.0009308,0.0009308
56,441.179,0.78956,0.47638,0.97381,0.89586,0.8587,0.91049,0.67932,0.85715,0.62601,1.04422,0.000911,0.000911,0.000911
