epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.0523,2.8248,36.128,2.48811,0.02021,0.29755,0.0128,0.00744,3.24644,107.749,3.29646,0.00064,0.00064,0.00064
2,28.8691,3.10377,3.47238,2.72065,0,0,0,0,nan,nan,nan,0.00128713,0.00128713,0.00128713
3,37.5119,3.24161,2.96468,2.76449,0,0,0,0,nan,nan,nan,0.00192119,0.00192119,0.00192119
4,46.5541,3.15973,2.75944,2.70669,0.00295,0.00679,0.00103,0.00019,nan,nan,nan,0.0019406,0.0019406,0.0019406
5,55.8633,3.05671,2.48609,2.63479,0.02396,0.18614,0.00925,0.00417,4.92493,33.4173,6.47075,0.0019208,0.0019208,0.0019208
6,65.0973,2.86967,2.30287,2.53234,0.5325,0.35905,0.37841,0.18922,3.35444,8.50086,3.21512,0.001901,0.001901,0.001901
7,73.8903,2.72079,2.15273,2.46407,0.72972,0.55759,0.63457,0.39026,2.82491,5.80541,2.66235,0.0018812,0.0018812,0.0018812
8,82.6317,2.69594,2.05766,2.43325,0.76661,0.64674,0.71047,0.44052,2.87181,2.35607,2.60289,0.0018614,0.0018614,0.0018614
9,91.417,2.59755,1.99735,2.39056,0.80461,0.57745,0.66945,0.4315,2.59016,4.92868,2.48941,0.0018416,0.0018416,0.0018416
10,100.816,2.50694,1.84558,2.34052,0.7865,0.53056,0.58695,0.38596,2.77392,4.02248,2.68832,0.0018218,0.0018218,0.0018218
11,109.727,2.53428,1.83547,2.3473,0.89876,0.67546,0.77671,0.51811,2.41485,1.79433,2.3731,0.001802,0.001802,0.001802
12,118.568,2.47585,1.81115,2.32853,0.87007,0.66984,0.77721,0.50934,2.34689,2.36827,2.33964,0.0017822,0.0017822,0.0017822
13,127.363,2.45479,1.72674,2.31015,0.85967,0.57609,0.66801,0.41767,2.68965,2.4405,2.5288,0.0017624,0.0017624,0.0017624
14,136.487,2.50345,1.76665,2.31955,0.81551,0.67799,0.76713,0.49906,2.4169,1.95644,2.3837,0.0017426,0.0017426,0.0017426
15,146.032,2.37254,1.65924,2.25974,0.86516,0.67799,0.76892,0.5083,2.34924,1.97868,2.37405,0.0017228,0.0017228,0.0017228
16,155.105,2.34992,1.61613,2.24115,0.89169,0.71592,0.80558,0.54354,2.24816,1.75263,2.25384,0.001703,0.001703,0.001703
17,163.881,2.33586,1.63235,2.24101,0.89858,0.71028,0.79884,0.54174,2.2927,1.69645,2.28447,0.0016832,0.0016832,0.0016832
18,172.659,2.27866,1.5726,2.23333,0.90286,0.72283,0.82856,0.56636,2.23499,1.78228,2.2632,0.0016634,0.0016634,0.0016634
19,181.521,2.27251,1.55519,2.19738,0.8944,0.72498,0.81471,0.56367,2.19397,1.73532,2.2519,0.0016436,0.0016436,0.0016436
20,191.019,2.25856,1.53694,2.19642,0.90608,0.72826,0.82096,0.57514,2.14855,1.60539,2.21644,0.0016238,0.0016238,0.0016238
21,199.838,2.21709,1.50863,2.19836,0.85368,0.76895,0.83714,0.5808,2.14375,1.53662,2.23208,0.001604,0.001604,0.001604
22,208.724,2.17951,1.46896,2.16557,0.88478,0.70516,0.80078,0.54499,2.19656,2.1525,2.30577,0.0015842,0.0015842,0.0015842
23,217.467,2.18267,1.38432,2.16126,0.91734,0.73887,0.82883,0.59113,2.04522,1.56623,2.16992,0.0015644,0.0015644,0.0015644
24,226.693,2.11238,1.39492,2.15606,0.94645,0.75136,0.84884,0.61197,2.10043,1.45593,2.19839,0.0015446,0.0015446,0.0015446
25,235.864,2.14457,1.39958,2.15855,0.91361,0.77586,0.85405,0.60236,2.06083,1.43228,2.14642,0.0015248,0.0015248,0.0015248
26,244.707,2.1169,1.377,2.12903,0.89326,0.80163,0.8682,0.61717,2.05371,1.38974,2.16806,0.001505,0.001505,0.001505
27,253.552,2.07332,1.35118,2.1373,0.92052,0.79755,0.87088,0.5993,2.05339,1.61936,2.14901,0.0014852,0.0014852,0.0014852
28,262.349,2.11535,1.37506,2.15421,0.87914,0.73505,0.81824,0.58721,2.11,1.51224,2.17374,0.0014654,0.0014654,0.0014654
29,271.694,2.05485,1.33169,2.12123,0.91697,0.76495,0.85037,0.59897,2.06925,1.40672,2.15915,0.0014456,0.0014456,0.0014456
30,281.127,2.08734,1.32811,2.14067,0.87024,0.7563,0.8235,0.5934,2.06483,1.45687,2.16827,0.0014258,0.0014258,0.0014258
31,290.695,2.02274,1.30664,2.08043,0.90222,0.80842,0.87106,0.62807,1.94939,1.31493,2.11735,0.001406,0.001406,0.001406
32,299.565,2.02599,1.31137,2.10505,0.92689,0.78397,0.87491,0.64151,1.92466,1.25575,2.12369,0.0013862,0.0013862,0.0013862
33,308.328,1.97139,1.23309,2.0716,0.91073,0.7901,0.86757,0.63346,1.969,1.30441,2.14902,0.0013664,0.0013664,0.0013664
34,317.062,1.99172,1.25587,2.09053,0.92258,0.77712,0.87815,0.62965,1.95514,1.3584,2.12578,0.0013466,0.0013466,0.0013466
35,326.148,1.95078,1.21725,2.05083,0.92491,0.81522,0.88907,0.64989,1.85685,1.28479,2.11062,0.0013268,0.0013268,0.0013268
36,335.316,1.97268,1.22505,2.06028,0.92139,0.80978,0.8812,0.63756,1.94586,1.31879,2.13925,0.001307,0.001307,0.001307
37,343.969,1.95335,1.20813,2.04819,0.91999,0.78533,0.86865,0.63114,1.96301,1.25269,2.12259,0.0012872,0.0012872,0.0012872
38,352.675,1.94176,1.20435,2.07752,0.91173,0.81395,0.88934,0.65732,1.873,1.19706,2.09153,0.0012674,0.0012674,0.0012674
39,361.396,1.93163,1.20473,2.06843,0.92693,0.7928,0.87938,0.63168,1.92689,1.30073,2.12421,0.0012476,0.0012476,0.0012476
40,370.728,1.94551,1.19039,2.06057,0.91532,0.80778,0.88404,0.6489,1.82282,1.22661,2.06082,0.0012278,0.0012278,0.0012278
41,379.394,1.89645,1.17621,2.03719,0.94551,0.7894,0.8839,0.6542,1.82616,1.25725,2.07027,0.001208,0.001208,0.001208
42,387.995,1.8677,1.1926,2.0484,0.91225,0.80513,0.88583,0.6523,1.86335,1.21587,2.11428,0.0011882,0.0011882,0.0011882
43,396.572,1.88337,1.15521,2.03386,0.91664,0.78261,0.86607,0.64977,1.87644,1.28878,2.08474,0.0011684,0.0011684,0.0011684
44,405.458,1.8566,1.14015,2.03098,0.89513,0.82337,0.88779,0.64408,1.90792,1.28891,2.10942,0.0011486,0.0011486,0.0011486
45,414.499,1.88334,1.15291,2.0233,0.90507,0.80316,0.89053,0.65792,1.90133,1.21718,2.09376,0.0011288,0.0011288,0.0011288
46,423.166,1.84309,1.12964,2.03134,0.946,0.76223,0.8869,0.65699,1.84327,1.18545,2.07101,0.001109,0.001109,0.001109
47,431.735,1.82821,1.10571,2.02181,0.91251,0.85027,0.91217,0.68452,1.78731,1.18795,2.05532,0.0010892,0.0010892,0.0010892
48,440.414,1.84284,1.08847,2.01526,0.91414,0.81012,0.88745,0.66732,1.8463,1.21934,2.06206,0.0010694,0.0010694,0.0010694
49,449.748,1.81993,1.06814,2.00003,0.92835,0.82737,0.90284,0.66915,1.859,1.17637,2.07951,0.0010496,0.0010496,0.0010496
50,459.021,1.78713,1.07628,2.00673,0.95181,0.80513,0.90931,0.68269,1.80215,1.13197,2.0321,0.0010298,0.0010298,0.0010298
51,467.621,1.80469,1.05736,1.98816,0.9232,0.83296,0.90804,0.68618,1.72665,1.1641,1.99478,0.00101,0.00101,0.00101
52,476.321,1.80377,1.06571,2.01223,0.9296,0.80435,0.88194,0.66171,1.76595,1.2439,2.07912,0.0009902,0.0009902,0.0009902
53,484.937,1.75755,1.00889,1.96833,0.92898,0.81793,0.9136,0.68211,1.76938,1.11936,2.04074,0.0009704,0.0009704,0.0009704
54,493.947,1.79119,1.06492,1.99602,0.93343,0.8356,0.91358,0.68329,1.80344,1.09188,2.07254,0.0009506,0.0009506,0.0009506
55,502.859,1.7429,1.05188,1.9767,0.94504,0.84099,0.91962,0.69845,1.76338,0.99821,2.01735,0.0009308,0.0009308,0.0009308
56,511.51,1.72882,1.01798,1.97042,0.94982,0.82298,0.90993,0.68474,1.76742,1.12493,2.03522,0.000911,0.000911,0.000911
57,520.156,1.73953,1.00706,1.96349,0.93447,0.84511,0.89747,0.6794,1.75861,1.24368,2.03458,0.0008912,0.0008912,0.0008912
58,528.704,1.68249,1.00632,1.95718,0.95611,0.81522,0.8936,0.66885,1.79068,1.15837,2.05476,0.0008714,0.0008714,0.0008714
59,538.045,1.68931,1.01186,1.95932,0.94106,0.83288,0.91182,0.70137,1.7515,1.08883,2.0372,0.0008516,0.0008516,0.0008516
60,546.783,1.7348,1.01733,1.95406,0.92646,0.80449,0.88557,0.67529,1.72183,1.22166,2.01527,0.0008318,0.0008318,0.0008318
61,555.374,1.69157,1.01092,1.95668,0.93997,0.8125,0.89663,0.66935,1.80133,1.14216,2.02787,0.000812,0.000812,0.000812
62,563.963,1.67503,0.98518,1.94323,0.94164,0.83303,0.91274,0.69364,1.76522,1.05672,2.02174,0.0007922,0.0007922,0.0007922
63,572.923,1.68583,0.98846,1.9352,0.94474,0.82337,0.90855,0.68903,1.74848,1.09934,2.02884,0.0007724,0.0007724,0.0007724
64,582.42,1.65944,0.95929,1.9395,0.92785,0.82122,0.88725,0.68334,1.75477,1.21166,2.05065,0.0007526,0.0007526,0.0007526
65,591.874,1.67035,0.94456,1.93759,0.94166,0.83334,0.90817,0.69478,1.72065,1.10977,2.02558,0.0007328,0.0007328,0.0007328
66,601.32,1.634,0.94889,1.91857,0.93281,0.84889,0.91064,0.69612,1.70882,1.09503,2.00744,0.000713,0.000713,0.000713
67,610.773,1.64356,0.942,1.94126,0.92676,0.8288,0.90553,0.70234,1.7785,1.10765,2.08377,0.0006932,0.0006932,0.0006932
68,619.407,1.64224,0.95783,1.92675,0.9472,0.85316,0.92714,0.7125,1.63498,1.04748,1.97169,0.0006734,0.0006734,0.0006734
69,628.019,1.57187,0.91745,1.90917,0.95705,0.84764,0.92652,0.71254,1.67321,1.08434,1.99404,0.0006536,0.0006536,0.0006536
70,636.68,1.60135,0.94836,1.91711,0.93919,0.84103,0.91341,0.70146,1.62432,1.05058,1.97813,0.0006338,0.0006338,0.0006338
71,645.634,1.60792,0.9326,1.92082,0.94954,0.84375,0.921,0.70743,1.66679,1.05015,2.00184,0.000614,0.000614,0.000614
72,655.164,1.57666,0.86274,1.9102,0.93521,0.84783,0.91881,0.71609,1.65813,1.02998,1.99416,0.0005942,0.0005942,0.0005942
73,664.674,1.58242,0.87929,1.91241,0.94451,0.8519,0.92006,0.71261,1.61857,1.03247,1.97758,0.0005744,0.0005744,0.0005744
74,674.174,1.56164,0.88907,1.90122,0.93128,0.84103,0.91763,0.71223,1.68118,1.04136,2.00263,0.0005546,0.0005546,0.0005546
75,683.354,1.55648,0.88083,1.8936,0.92875,0.86005,0.92311,0.71813,1.6844,1.00847,1.99971,0.0005348,0.0005348,0.0005348
76,692.12,1.56427,0.90042,1.90292,0.96375,0.83078,0.92122,0.70952,1.69969,1.0775,2.01094,0.000515,0.000515,0.000515
77,700.669,1.55741,0.89296,1.89634,0.93678,0.86141,0.93078,0.71103,1.64798,1.02301,1.98425,0.0004952,0.0004952,0.0004952
78,709.279,1.54409,0.89169,1.90461,0.92935,0.86277,0.92974,0.72125,1.66947,0.95325,2.0377,0.0004754,0.0004754,0.0004754
79,717.905,1.5255,0.87019,1.89297,0.95071,0.8519,0.92575,0.7209,1.64904,0.99091,1.98237,0.0004556,0.0004556,0.0004556
80,727.097,1.50075,0.84946,1.87853,0.94498,0.86005,0.92912,0.72123,1.63062,0.97006,1.96154,0.0004358,0.0004358,0.0004358
81,735.654,1.46777,0.82869,1.86312,0.92832,0.8587,0.92377,0.71599,1.65592,0.98085,2.04966,0.000416,0.000416,0.000416
82,744.264,1.51436,0.85201,1.8795,0.95589,0.85378,0.92718,0.71898,1.62065,1.07076,1.97456,0.0003962,0.0003962,0.0003962
83,753.474,1.48105,0.84204,1.86785,0.95136,0.86005,0.92685,0.73007,1.58665,0.92353,1.99591,0.0003764,0.0003764,0.0003764
84,762.25,1.4768,0.84687,1.87058,0.96268,0.84112,0.93042,0.72767,1.63221,0.98346,1.97984,0.0003566,0.0003566,0.0003566
85,771.36,1.45168,0.79866,1.86415,0.96525,0.83033,0.92821,0.72849,1.65888,1.01255,1.99516,0.0003368,0.0003368,0.0003368
86,780.597,1.47063,0.81741,1.86127,0.93318,0.86413,0.93254,0.72347,1.62739,0.94869,1.98026,0.000317,0.000317,0.000317
87,790.064,1.46869,0.81655,1.85498,0.94664,0.86141,0.93254,0.72571,1.64224,0.93955,2.03893,0.0002972,0.0002972,0.0002972
88,798.833,1.45665,0.8167,1.85542,0.95154,0.85377,0.92631,0.71998,1.62621,0.96574,2.00486,0.0002774,0.0002774,0.0002774
89,807.915,1.43402,0.81259,1.8549,0.9473,0.85485,0.92013,0.71605,1.61246,1.01396,1.98193,0.0002576,0.0002576,0.0002576
90,817.453,1.39802,0.7797,1.8417,0.95407,0.84674,0.92969,0.72401,1.62127,0.99852,1.9666,0.0002378,0.0002378,0.0002378
91,834.73,1.3302,0.6782,1.82252,0.93374,0.86156,0.92037,0.71863,1.66299,1.01264,2.01622,0.000218,0.000218,0.000218
92,843.611,1.32482,0.64516,1.80072,0.91993,0.87414,0.9263,0.72018,1.65222,0.96942,1.99476,0.0001982,0.0001982,0.0001982
93,852.42,1.2993,0.62826,1.81048,0.94441,0.854,0.92929,0.72516,1.65648,1.00546,1.99975,0.0001784,0.0001784,0.0001784
94,861.192,1.2941,0.6529,1.79095,0.95076,0.86568,0.92763,0.72519,1.6517,1.00952,1.99693,0.0001586,0.0001586,0.0001586
95,869.882,1.28397,0.63068,1.80582,0.94404,0.86413,0.92418,0.72513,1.66928,1.02936,2.0199,0.0001388,0.0001388,0.0001388
96,878.566,1.24714,0.6155,1.77684,0.94739,0.85634,0.92802,0.7254,1.66187,0.98843,2.00599,0.000119,0.000119,0.000119
97,887.233,1.25332,0.59949,1.77301,0.95503,0.86141,0.92848,0.72994,1.63466,0.97507,1.99393,9.92e-05,9.92e-05,9.92e-05
98,895.91,1.21362,0.59089,1.75981,0.95745,0.85602,0.93102,0.7356,1.62287,1.00749,1.99372,7.94e-05,7.94e-05,7.94e-05
99,904.644,1.21536,0.59482,1.7647,0.96323,0.85415,0.93082,0.73637,1.62186,1.00543,1.98882,5.96e-05,5.96e-05,5.96e-05
