epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.9104,1.30154,2.39952,1.16631,0.00367,0.7731,0.4202,0.25604,1.16622,3.19558,1.06924,0.00064,0.00064,0.00064
2,23.9833,1.2684,1.52596,1.15254,0.43851,0.13995,0.17483,0.09736,1.42055,2.8304,1.35921,0.00128713,0.00128713,0.00128713
3,31.0438,1.30414,1.31157,1.18844,0.5221,0.34375,0.37208,0.21634,1.60404,3.16208,1.52482,0.00192119,0.00192119,0.00192119
4,37.7662,1.31659,1.17721,1.19656,0.52672,0.32661,0.34154,0.18079,1.8447,2.31694,1.62917,0.0019406,0.0019406,0.0019406
5,44.1942,1.29521,1.03965,1.18449,0.73461,0.30027,0.34219,0.19971,1.68426,2.66749,1.59771,0.0019208,0.0019208,0.0019208
6,50.483,1.2264,0.95244,1.15342,0.78671,0.59375,0.66487,0.40667,1.33628,1.62871,1.29097,0.001901,0.001901,0.001901
7,56.7006,1.20241,0.90079,1.14928,0.72648,0.49321,0.52735,0.32839,1.29822,1.67893,1.29289,0.0018812,0.0018812,0.0018812
8,63.0263,1.18337,0.85602,1.13846,0.84125,0.58152,0.67861,0.40688,1.27441,1.3022,1.22206,0.0018614,0.0018614,0.0018614
9,69.6078,1.17336,0.84931,1.129,0.94311,0.66304,0.75674,0.5054,1.13014,1.49236,1.14906,0.0018416,0.0018416,0.0018416
10,75.765,1.12945,0.80965,1.11351,0.92221,0.63723,0.73394,0.46281,1.21175,1.24941,1.20406,0.0018218,0.0018218,0.0018218
11,82.891,1.13582,0.79089,1.10658,0.87207,0.61129,0.70299,0.45253,1.17517,1.08952,1.15419,0.001802,0.001802,0.001802
12,88.6826,1.1064,0.79695,1.09804,0.89875,0.72361,0.80984,0.51953,1.1204,0.94708,1.12889,0.0017822,0.0017822,0.0017822
13,95.2107,1.08438,0.75378,1.08265,0.8677,0.69565,0.78658,0.53021,1.09371,0.84026,1.12015,0.0017624,0.0017624,0.0017624
14,101.726,1.10354,0.76384,1.09662,0.91498,0.65897,0.75285,0.50584,1.14967,0.90333,1.15395,0.0017426,0.0017426,0.0017426
15,107.975,1.08558,0.73843,1.07916,0.88621,0.7337,0.81828,0.55335,1.04719,0.95543,1.08475,0.0017228,0.0017228,0.0017228
