epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.1594,1.1853,2.58478,1.28676,0.60379,0.56522,0.49268,0.32191,1.17925,3.72772,1.33031,0.00064,0.00064,0.00064
2,33.8535,1.22711,1.0096,1.32262,0.0082,0.62908,0.00654,0.00341,1.60279,inf,2.60231,0.00128713,0.00128713,0.00128713
3,44.295,1.30605,1.05592,1.36024,0.15095,0.1481,0.04822,0.02353,2.66655,10.8707,3.25398,0.00192119,0.00192119,0.00192119
4,54.6327,1.33834,1.06822,1.38741,0.32634,0.39402,0.29563,0.15712,1.8018,9.7273,2.38085,0.0019406,0.0019406,0.0019406
5,64.8327,1.32318,1.00787,1.37949,0.65972,0.50314,0.53982,0.33257,1.53783,3.04762,1.93774,0.0019208,0.0019208,0.0019208
6,75.1179,1.25029,0.91025,1.34421,0.6393,0.48777,0.5407,0.34978,1.37508,3.58564,1.6203,0.001901,0.001901,0.001901
7,85.4018,1.20702,0.88464,1.32118,0.61532,0.5625,0.60127,0.3931,1.21938,3.55985,1.42889,0.0018812,0.0018812,0.0018812
8,95.6355,1.16274,0.8533,1.29685,0.84758,0.61005,0.70747,0.46141,1.30602,1.40469,1.4791,0.0018614,0.0018614,0.0018614
9,105.988,1.13534,0.80656,1.27863,0.85573,0.65279,0.74342,0.4787,1.16997,1.72169,1.42384,0.0018416,0.0018416,0.0018416
10,116.285,1.11471,0.76249,1.26194,0.89498,0.65999,0.74576,0.49478,1.09408,0.89442,1.3168,0.0018218,0.0018218,0.0018218
11,126.564,1.09537,0.72632,1.24429,0.87009,0.69837,0.78197,0.53302,1.09165,0.88884,1.31741,0.001802,0.001802,0.001802
12,136.841,1.06432,0.72971,1.21567,0.85203,0.72011,0.80346,0.5492,1.04474,1.01177,1.2694,0.0017822,0.0017822,0.0017822
13,147.09,1.05429,0.70406,1.21969,0.92195,0.70619,0.78762,0.54272,1.07975,0.88505,1.34355,0.0017624,0.0017624,0.0017624
14,157.377,1.06878,0.71012,1.22318,0.89482,0.74185,0.81177,0.55033,1.09181,0.77243,1.32325,0.0017426,0.0017426,0.0017426
15,167.704,1.01791,0.65734,1.20079,0.84251,0.69022,0.77484,0.53507,1.0275,1.09719,1.27039,0.0017228,0.0017228,0.0017228
16,177.854,1.01367,0.64908,1.19317,0.91088,0.73234,0.82904,0.56496,1.08305,0.78888,1.28267,0.001703,0.001703,0.001703
17,188.115,1.01287,0.64739,1.20421,0.89993,0.74864,0.837,0.57545,1.05922,0.73578,1.27772,0.0016832,0.0016832,0.0016832
18,198.407,0.99645,0.63445,1.1883,0.91034,0.70788,0.79743,0.56259,1.02841,0.78304,1.25149,0.0016634,0.0016634,0.0016634
19,208.706,0.98643,0.63517,1.17183,0.8951,0.76902,0.84708,0.60246,0.99186,0.68208,1.24815,0.0016436,0.0016436,0.0016436
20,219.102,0.98513,0.6222,1.17815,0.89428,0.77853,0.8516,0.61957,0.92781,0.65669,1.1936,0.0016238,0.0016238,0.0016238
21,229.368,0.96173,0.62121,1.16932,0.8855,0.72283,0.79733,0.55584,1.0298,0.78663,1.26753,0.001604,0.001604,0.001604
22,239.603,0.9444,0.61334,1.16276,0.92694,0.75846,0.85258,0.60293,0.94923,0.7909,1.21401,0.0015842,0.0015842,0.0015842
23,249.864,0.94654,0.59885,1.15437,0.92121,0.79429,0.86075,0.62214,0.90479,0.61363,1.1888,0.0015644,0.0015644,0.0015644
24,260.17,0.92037,0.58309,1.13848,0.90657,0.77038,0.86184,0.63226,0.93373,0.62948,1.19677,0.0015446,0.0015446,0.0015446
25,270.498,0.93543,0.58963,1.16209,0.90449,0.72962,0.78231,0.57118,0.96665,1.18312,1.21704,0.0015248,0.0015248,0.0015248
26,280.882,0.90336,0.57101,1.12876,0.95205,0.76087,0.86676,0.63816,0.93779,0.63065,1.19703,0.001505,0.001505,0.001505
27,291.185,0.89138,0.56372,1.12663,0.9121,0.7962,0.85661,0.62068,0.94583,0.71,1.19782,0.0014852,0.0014852,0.0014852
28,301.477,0.8972,0.55849,1.13967,0.94595,0.7609,0.84263,0.62569,0.88929,0.63532,1.16306,0.0014654,0.0014654,0.0014654
29,311.723,0.89914,0.56053,1.13394,0.89376,0.72826,0.81523,0.57588,0.96895,0.75882,1.23351,0.0014456,0.0014456,0.0014456
30,322.031,0.89069,0.54529,1.13882,0.95038,0.78075,0.87666,0.63649,0.91308,0.59453,1.1845,0.0014258,0.0014258,0.0014258
31,332.161,0.87712,0.52947,1.12519,0.93517,0.81522,0.88104,0.65285,0.89829,0.60813,1.18021,0.001406,0.001406,0.001406
32,342.396,0.87027,0.54233,1.11426,0.95266,0.7655,0.83804,0.62347,0.9078,0.71687,1.21241,0.0013862,0.0013862,0.0013862
33,352.695,0.8575,0.52213,1.1033,0.90129,0.8064,0.86436,0.64303,0.83695,0.62836,1.13674,0.0013664,0.0013664,0.0013664
34,362.853,0.86471,0.52364,1.11628,0.95605,0.79794,0.87552,0.63972,0.90139,0.5772,1.19905,0.0013466,0.0013466,0.0013466
35,373.085,0.85211,0.51339,1.10868,0.92582,0.80299,0.87996,0.65628,0.84884,0.57781,1.16883,0.0013268,0.0013268,0.0013268
36,383.307,0.8388,0.51785,1.10136,0.93936,0.82081,0.90309,0.66966,0.87345,0.55081,1.16632,0.001307,0.001307,0.001307
37,393.531,0.84739,0.50393,1.09679,0.92159,0.8288,0.89758,0.67,0.85066,0.52625,1.15647,0.0012872,0.0012872,0.0012872
38,403.715,0.85023,0.51447,1.10408,0.94572,0.83152,0.89514,0.66205,0.89059,0.54339,1.16651,0.0012674,0.0012674,0.0012674
39,413.917,0.83148,0.49973,1.08987,0.9397,0.81114,0.88733,0.66744,0.84287,0.52584,1.15301,0.0012476,0.0012476,0.0012476
40,424.11,0.82987,0.50137,1.09586,0.93632,0.81913,0.89403,0.66434,0.84621,0.58262,1.15641,0.0012278,0.0012278,0.0012278
41,434.372,0.81215,0.4888,1.08267,0.94571,0.79891,0.89276,0.66421,0.82711,0.52914,1.14685,0.001208,0.001208,0.001208
42,444.494,0.81306,0.4941,1.08611,0.90477,0.8356,0.89647,0.67106,0.83927,0.49788,1.15365,0.0011882,0.0011882,0.0011882
43,454.682,0.81403,0.48775,1.08181,0.92745,0.85107,0.90773,0.67993,0.78663,0.47372,1.1223,0.0011684,0.0011684,0.0011684
44,464.894,0.805,0.48527,1.07479,0.92641,0.82473,0.89385,0.66279,0.8411,0.52341,1.15822,0.0011486,0.0011486,0.0011486
45,475.024,0.81484,0.4831,1.07339,0.93277,0.82201,0.88887,0.66783,0.84895,0.56591,1.15182,0.0011288,0.0011288,0.0011288
46,485.195,0.7835,0.46178,1.07147,0.95986,0.80163,0.8945,0.6979,0.83131,0.57166,1.12323,0.001109,0.001109,0.001109
47,495.36,0.79077,0.46457,1.05822,0.95557,0.84103,0.90641,0.69073,0.81106,0.47901,1.13239,0.0010892,0.0010892,0.0010892
48,505.417,0.80445,0.46974,1.07391,0.94378,0.82112,0.91165,0.67933,0.85359,0.49712,1.16124,0.0010694,0.0010694,0.0010694
49,515.522,0.79094,0.46612,1.07109,0.95484,0.80444,0.90154,0.6895,0.83175,0.55173,1.15032,0.0010496,0.0010496,0.0010496
50,525.643,0.7732,0.45476,1.06113,0.93096,0.83967,0.90255,0.68848,0.80111,0.47814,1.12556,0.0010298,0.0010298,0.0010298
